,Importance
fb_perplexity_scores,1.0
duration_2 weeks - 1 month,0.9908821716655812
fb_readability,0.9116113672160855
fb_likes_at_posting,0.8938969653959178
fb_topic_4,0.889998934829512
start_month,0.8546015028394568
duration_1-2 months,0.804885697522884
fb_entity_NORP,0.7993228987041195
fb_post_views,0.771298913328994
num_backed,0.7688992112064781
fb_entropy_scores,0.7611607462655031
fb_type_video,0.7604145361749856
fb_topic_5,0.7581662286166027
fb_entity_ORDINAL,0.7500723686003897
fb_post_age,0.7470790959218063
fb_topic_0,0.7420393350601076
start_day,0.7420193666135386
fb_topic_9,0.7318182455395292
fb_topic_7,0.7281293247591386
fb_topic_3,0.7225552788403028
fb_followers_at_posting,0.7210334638079864
fb_topic_6,0.7191835586051807
fb_anger,0.7141980459669787
fb_type_photo,0.7140612224025283
fb_topic_10,0.7110677603607655
fb_anticip,0.7081118898242428
fb_entity_TIME,0.7081118885530688
fb_page_age,0.7081118885530688
fb_post_sponsored,0.7081118885530688
duration_1-2 weeks,0.7081118885530688
duration_<1 week,0.7081118885530688
fb_entity_MONEY,0.7081118885530688
fb_surprise,0.7071681529061676
fb_joy,0.706737880043027
fb_sadness,0.7032927963618755
fb_disgust,0.7022514593079189
fb_topic_1,0.7011718824064058
fb_type_link,0.7004545551353137
fb_topic_2,0.7002249640101524
fb_negative,0.6989161843148447
fb_positive,0.6922371310613344
fb_readability_lix,0.6596592765019799
fb_trust,0.6568340535297895
fb_fear,0.6431351875192095
fb_entity_ORG,0.6427312248272878
fb_topic_8,0.6311161354380591
fb_entity_GPE,0.6294830596232006
fb_entity_CARDINAL,0.5951799347895148
fb_entity_DATE,0.567209917784535
fb_entity_PERSON,0.5239745275933617
Person,0.5120571025416818
fb_entity_WORK_OF_ART,0.5063450185129598
num_projects,0.5011311894087483
fb_emotionality,0.44129611753557996
pledge_types,0.22065392492951538
fb_entity_PRODUCT,0.05321816670401756
goal_amount,0.0
